EQU_ID;MODELE;CONSTRUCTEUR;MOTEUR
E00050330;MD041;C008;MT036
E00006375;MD017;C007;MT014
E00274789;MD062;C007;MT022
E00005557;MD017;C007;MT014
E00278171;MD063;C007;MT023
E00271729;MD033;C006;MT022
E00221851;MD013;C002;MT002
E00279250;MD033;C006;MT022
E00278191;MD063;C007;MT023
E00230551;MD025;C013;MT001
E00274351;MD049;C008;MT037
E00245672;MD031;C006;MT025
E00276118;MD033;C006;MT022
E00273389;MD043;C008;MT031
E00278203;MD062;C007;MT023
E00277410;MD033;C006;MT022
E00278220;MD063;C007;MT023
E00278238;MD062;C007;MT023
E00277690;MD043;C008;MT031
E00273008;MD033;C006;MT022
E00062241;MD047;C008;MT032
E00286127;MD007;C000;MT052
E00272708;MD066;C007;MT023
E00278162;MD063;C007;MT023
E00316350;MD043;C008;MT031
E00272090;MD066;C007;MT023
E00278153;MD063;C007;MT023
E00004677;MD039;C005;MT005
E00005826;MD017;C007;MT014
E00277212;MD049;C008;MT037
E00277688;MD049;C008;MT037
E00277147;MD049;C008;MT037
E00342774;MD063;C007;MT023
E00175071;MD010;C002;MT000
E00204184;MD046;C008;MT029
E00330990;MD008;C000;MT052
E00345776;MD063;C007;MT023
E00275631;MD049;C008;MT037
E00326910;MD033;C006;MT020
E00005322;MD057;C003;MT043
E00273130;MD066;C007;MT023
E00276632;MD043;C008;MT031
E00278152;MD063;C007;MT023
E00341888;MD063;C007;MT023
E00278131;MD062;C007;MT023
E00004921;MD050;C002;MT038
E00301420;MD063;C007;MT023
E00277512;MD043;C008;MT031
E00339930;MD062;C007;MT023
E00339171;MD062;C007;MT023
E00331772;MD043;C008;MT031
E00004712;MD037;C007;MT010
E00005404;MD017;C007;MT014
E00005847;MD017;C007;MT014
E00005743;MD017;C007;MT014
E00004372;MD045;C008;MT033
E00001900;MD011;C002;MT039
E00005050;MD037;C007;MT010
E00005320;MD017;C007;MT014
E00021712;MD014;C007;MT013
E00005640;MD016;C007;MT011
E00005392;MD017;C007;MT014
E00005988;MD051;C011;MT049
E00005385;MD017;C007;MT014
E00006206;MD017;C007;MT014
E00005849;MD017;C007;MT014
E00006109;MD016;C007;MT011
E00005915;MD017;C007;MT014
E00028610;MD012;C002;MT004
E00006209;MD017;C007;MT014
E00006551;MD015;C007;MT012
E00005403;MD017;C007;MT014
E00004894;MD037;C007;MT010
E00005521;MD017;C007;MT014
E00004954;MD037;C007;MT010
E00005650;MD030;C006;MT027
E00005142;MD017;C007;MT014
E00005439;MD051;C011;MT049
E00005285;MD017;C007;MT014
E00000335;MD041;C008;MT036
E00024931;MD047;C008;MT032
E00005466;MD017;C007;MT014
E00004662;MD040;C008;MT035
E00004872;MD045;C008;MT033
E00006559;MD015;C007;MT012
E00023035;MD012;C002;MT004
E00004214;MD002;C007;MT008
E00005352;MD017;C007;MT014
E00035110;MD014;C007;MT013
E00006569;MD015;C007;MT012
E00018343;MD041;C008;MT036
E00024373;MD014;C007;MT013
E00006513;MD015;C007;MT012
E00006235;MD017;C007;MT014
E00006166;MD052;C011;MT050
E00001859;MD011;C002;MT039
E00004877;MD037;C007;MT010
E00037270;MD014;C007;MT013
E00032910;MD012;C002;MT004
E00006538;MD047;C008;MT032
E00006444;MD015;C007;MT012
E00056112;MD014;C007;MT013
E00024972;MD047;C008;MT032
E00005728;MD051;C011;MT049
E00006029;MD017;C007;MT014
E00005678;MD051;C011;MT049
E00005790;MD017;C007;MT014
E00005537;MD017;C007;MT014
E00023020;MD012;C002;MT004
E00062257;MD047;C008;MT032
E00048670;MD041;C008;MT036
E00005150;MD017;C007;MT014
E00005999;MD051;C011;MT049
E00005329;MD017;C007;MT014
E00005631;MD016;C007;MT011
E00006526;MD047;C008;MT032
E00005929;MD017;C007;MT014
E00073154;MD046;C008;MT029
E00056110;MD041;C008;MT036
E00025290;MD047;C008;MT032
E00060051;MD047;C008;MT032
E00043652;MD012;C002;MT004
E00051170;MD030;C006;MT027
E00006452;MD015;C007;MT012
E00237636;MD010;C002;MT000
E00005891;MD017;C007;MT014
E00005234;MD045;C008;MT033
E00271329;MD033;C006;MT022
E00058313;MD030;C006;MT027
E00039671;MD014;C007;MT013
E00271929;MD066;C007;MT023
E00006518;MD015;C007;MT012
E00279390;MD043;C008;MT031
E00282853;MD033;C006;MT022
E00278201;MD062;C007;MT023
E00273301;MD033;C006;MT022
E00278176;MD063;C007;MT023
E00285508;MD033;C006;MT022
E00278214;MD062;C007;MT023
E00273698;MD033;C006;MT022
E00276035;MD054;C004;MT042
E00231151;MD025;C013;MT001
E00006078;MD016;C007;MT011
E00297842;MD033;C006;MT022
E00004722;MD037;C007;MT010
E00303055;MD043;C008;MT031
E00277411;MD033;C006;MT022
E00078050;MD046;C008;MT029
E00034630;MD014;C007;MT013
E00242191;MD010;C002;MT000
E00024650;MD047;C008;MT032
E00037432;MD026;C013;MT006
E00300262;MD043;C008;MT031
E00300264;MD062;C007;MT023
E00278199;MD062;C007;MT023
E00278157;MD063;C007;MT023
E00162391;MD013;C002;MT002
E00271508;MD013;C002;MT002
E00276510;MD043;C008;MT031
E00332030;MD008;C000;MT052
E00272008;MD066;C007;MT023
E00341898;MD063;C007;MT023
E00278182;MD063;C007;MT023
E00274876;MD033;C006;MT022
E00156850;MD013;C002;MT002
E00068471;MD014;C007;MT013
E00278110;MD066;C007;MT023
E00345974;MD063;C007;MT023
E00278108;MD049;C008;MT037
E00344054;MD063;C007;MT023
E00301740;MD033;C006;MT022
E00023204;MD014;C007;MT013
E00006219;MD017;C007;MT014
E00175070;MD010;C002;MT000
E00314570;MD063;C007;MT023
E00273011;MD033;C006;MT022
E00345777;MD063;C007;MT023
E00043611;MD026;C013;MT006
E00270349;MD033;C006;MT022
E00332331;MD008;C000;MT052
E00037638;MD036;C013;MT048
E00350853;MD062;C007;MT023
E00004934;MD050;C002;MT038
E00365036;MD032;C006;MT016
E00005346;MD017;C007;MT014
E00005530;MD017;C007;MT014
E00004711;MD037;C007;MT010
E00005420;MD017;C007;MT014
E00005336;MD017;C007;MT014
E00006035;MD017;C007;MT014
E00004773;MD017;C007;MT014
E00004752;MD017;C007;MT014
E00005702;MD017;C007;MT014
E00006556;MD015;C007;MT012
E00006068;MD017;C007;MT014
E00000324;MD041;C008;MT036
E00000290;MD042;C008;MT035
E00005306;MD017;C007;MT014
E00004800;MD045;C008;MT033
E00005989;MD051;C011;MT049
E00006329;MD017;C007;MT014
E00004106;MD004;C007;MT009
E00023028;MD012;C002;MT004
E00006322;MD017;C007;MT014
E00021150;MD014;C007;MT013
E00004175;MD037;C007;MT010
E00000322;MD017;C007;MT014
E00001876;MD011;C002;MT039
E00005318;MD017;C007;MT014
E00023025;MD012;C002;MT004
E00004995;MD037;C007;MT010
E00005180;MD017;C007;MT014
E00004953;MD037;C007;MT010
E00005332;MD017;C007;MT014
E00034410;MD014;C007;MT013
E00027251;MD014;C007;MT013
E00004988;MD037;C007;MT010
E00029551;MD014;C007;MT013
E00005815;MD017;C007;MT014
E00037632;MD014;C007;MT013
E00005245;MD045;C008;MT033
E00006413;MD017;C007;MT014
E00005682;MD051;C011;MT049
E00028970;MD012;C002;MT004
E00023180;MD014;C007;MT013
E00006070;MD017;C007;MT014
E00041670;MD014;C007;MT013
E00020909;MD026;C013;MT006
E00037571;MD047;C008;MT032
E00039151;MD014;C007;MT013
E00021995;MD012;C002;MT004
E00005308;MD017;C007;MT014
E00030350;MD027;C013;MT006
E00005674;MD051;C011;MT049
E00006368;MD017;C007;MT014
E00042452;MD012;C002;MT004
E00006577;MD015;C007;MT012
E00006336;MD017;C007;MT014
E00005907;MD017;C007;MT014
E00004891;MD037;C007;MT010
E00037679;MD014;C007;MT013
E00024370;MD014;C007;MT013
E00005440;MD051;C011;MT049
E00006486;MD016;C007;MT011
E00000279;MD040;C008;MT035
E00004382;MD045;C008;MT033
E00005460;MD017;C007;MT014
E00027911;MD012;C002;MT004
E00061171;MD047;C008;MT032
E00049750;MD041;C008;MT036
E00062262;MD044;C008;MT032
E00006282;MD052;C011;MT050
E00005423;MD051;C011;MT049
E00056793;MD014;C007;MT013
E00006224;MD017;C007;MT014
E00024291;MD047;C008;MT032
E00000262;MD040;C008;MT035
E00037090;MD047;C008;MT032
E00027274;MD014;C007;MT013
E00041635;MD047;C008;MT032
E00003748;MD003;C010;MT046
E00062271;MD034;C006;MT019
E00199772;MD046;C008;MT029
E00004831;MD045;C008;MT033
E00006377;MD017;C007;MT014
E00006258;MD030;C006;MT027
E00062113;MD047;C008;MT032
E00240951;MD010;C002;MT000
E00058930;MD012;C002;MT004
E00043951;MD012;C002;MT004
E00004826;MD045;C008;MT033
E00272355;MD033;C006;MT022
E00269092;MD013;C002;MT002
E00273300;MD033;C006;MT022
E00024531;MD014;C007;MT013
E00005501;MD017;C007;MT014
E00053570;MD016;C007;MT011
E00035350;MD047;C008;MT032
E00005883;MD017;C007;MT014
E00277209;MD066;C007;MT023
E00278387;MD033;C006;MT022
E00278511;MD043;C008;MT031
E00278165;MD063;C007;MT023
E00283628;MD033;C006;MT022
E00278151;MD063;C007;MT023
E00274687;MD054;C004;MT042
E00278178;MD063;C007;MT023
E00278138;MD062;C007;MT023
E00277907;MD049;C008;MT037
E00253391;MD066;C007;MT023
E00018690;MD026;C013;MT006
E00006225;MD017;C007;MT014
E00276508;MD043;C008;MT031
E00272575;MD066;C007;MT023
E00299970;MD062;C007;MT023
E00286909;MD033;C006;MT022
E00301739;MD033;C006;MT022
E00278147;MD063;C007;MT023
E00316132;MD062;C007;MT023
E00073430;MD046;C008;MT029
E00270009;MD066;C007;MT023
E00043891;MD047;C008;MT032
E00278117;MD062;C007;MT023
E00042251;MD014;C007;MT013
E00263631;MD013;C002;MT002
E00302531;MD033;C006;MT022
E00301897;MD033;C006;MT022
E00316890;MD063;C007;MT023
E00302042;MD033;C006;MT022
E00306751;MD062;C007;MT023
E00289187;MD063;C007;MT023
E00281667;MD049;C008;MT037
E00306573;MD033;C006;MT022
E00283947;MD049;C008;MT037
E00272274;MD033;C006;MT022
E00006439;MD015;C007;MT012
E00005864;MD017;C007;MT014
E00326533;MD063;C007;MT023
E00001894;MD011;C002;MT039
E00341899;MD063;C007;MT023
E00343716;MD063;C007;MT023
E00343073;MD063;C007;MT023
E00341884;MD063;C007;MT023
E00278134;MD062;C007;MT023
E00343513;MD063;C007;MT023
E00000258;MD040;C008;MT035
E00005761;MD017;C007;MT014
E00345322;MD063;C007;MT023
E00328446;MD063;C007;MT023
E00330751;MD043;C008;MT031
E00273010;MD033;C006;MT022
E00344334;MD063;C007;MT023
E00364739;MD064;C007;MT024
E00306692;MD033;C006;MT022
E00345319;MD063;C007;MT023
E00342777;MD063;C007;MT023
E00365515;MD032;C006;MT016
E00069151;MD014;C007;MT013
E00004294;MD002;C007;MT008
E00006309;MD017;C007;MT014
E00004256;MD002;C007;MT008
E00004292;MD002;C007;MT008
E00005482;MD017;C007;MT014
E00005123;MD040;C008;MT034
E00006369;MD017;C007;MT014
E00004133;MD037;C007;MT010
E00003960;MD004;C007;MT009
E00005572;MD017;C007;MT014
E00006399;MD017;C007;MT014
E00006086;MD016;C007;MT011
E00006412;MD017;C007;MT014
E00004762;MD017;C007;MT014
E00005784;MD017;C007;MT014
E00004365;MD045;C008;MT033
E00006328;MD017;C007;MT014
E00005696;MD017;C007;MT014
E00006094;MD016;C007;MT011
E00004301;MD002;C007;MT008
E00004273;MD002;C007;MT008
E00005181;MD017;C007;MT014
E00029351;MD012;C002;MT004
E00006550;MD015;C007;MT012
E00004761;MD017;C007;MT014
E00004816;MD045;C008;MT033
E00029032;MD014;C007;MT013
E00022430;MD012;C002;MT004
E00004387;MD045;C008;MT033
E00005531;MD017;C007;MT014
E00006453;MD015;C007;MT012
E00030470;MD014;C007;MT013
E00001910;MD011;C002;MT039
E00023182;MD014;C007;MT013
E00029491;MD012;C002;MT004
E00000236;MD017;C007;MT014
E00005879;MD017;C007;MT014
E00006591;MD015;C007;MT012
E00005018;MD037;C007;MT010
E00005411;MD017;C007;MT014
E00037637;MD012;C002;MT004
E00005857;MD017;C007;MT014
E00001915;MD011;C002;MT039
E00023196;MD014;C007;MT013
E00005711;MD017;C007;MT014
E00037391;MD014;C007;MT013
E00005509;MD017;C007;MT014
E00040111;MD014;C007;MT013
E00001870;MD011;C002;MT039
E00006248;MD017;C007;MT014
E00005514;MD017;C007;MT014
E00039652;MD014;C007;MT013
E00006516;MD015;C007;MT012
E00000293;MD042;C008;MT035
E00006570;MD015;C007;MT012
E00005958;MD051;C011;MT049
E00025091;MD047;C008;MT032
E00005575;MD017;C007;MT014
E00005697;MD017;C007;MT014
E00023014;MD012;C002;MT004
E00006264;MD016;C007;MT011
E00004127;MD037;C007;MT010
E00005536;MD017;C007;MT014
E00029410;MD012;C002;MT004
E00005821;MD017;C007;MT014
E00058312;MD014;C007;MT013
E00006223;MD017;C007;MT014
E00005470;MD017;C007;MT014
E00005836;MD017;C007;MT014
E00006357;MD017;C007;MT014
E00004179;MD037;C007;MT010
E00006211;MD017;C007;MT014
E00049610;MD016;C007;MT011
E00006012;MD039;C005;MT005
E00030730;MD014;C007;MT013
E00025273;MD014;C007;MT013
E00022434;MD012;C002;MT004
E00062110;MD012;C002;MT004
E00005636;MD016;C007;MT011
E00043030;MD047;C008;MT032
E00004946;MD037;C007;MT010
E00005421;MD017;C007;MT014
E00001901;MD011;C002;MT039
E00003644;MD003;C010;MT046
E00037392;MD014;C007;MT013
E00005239;MD045;C008;MT033
E00059952;MD014;C007;MT013
E00005532;MD017;C007;MT014
E00036131;MD047;C008;MT032
E00238793;MD010;C002;MT000
E00062253;MD047;C008;MT032
E00231972;MD025;C013;MT001
E00272089;MD066;C007;MT023
E00041671;MD012;C002;MT004
E00006117;MD022;C007;MT011
E00204178;MD046;C008;MT029
E00271928;MD066;C007;MT023
E00271275;MD033;C006;MT022
E00276427;MD043;C008;MT031
E00033451;MD047;C008;MT032
E00250971;MD010;C002;MT000
E00005760;MD017;C007;MT014
E00278149;MD063;C007;MT023
E00274288;MD062;C007;MT022
E00062238;MD047;C008;MT032
E00263632;MD066;C007;MT023
E00217951;MD013;C002;MT002
E00039570;MD014;C007;MT013
E00271068;MD066;C007;MT023
E00269872;MD059;C007;MT017
E00299192;MD062;C007;MT023
E00285369;MD033;C006;MT022
E00264972;MD010;C002;MT000
E00278132;MD062;C007;MT023
E00278112;MD062;C007;MT023
E00314270;MD063;C007;MT023
E00318230;MD043;C008;MT031
E00163370;MD013;C002;MT002
E00278160;MD063;C007;MT023
E00320331;MD062;C007;MT023
E00165310;MD013;C002;MT002
E00302186;MD033;C006;MT022
E00299977;MD043;C008;MT031
E00171851;MD046;C008;MT029
E00061170;MD012;C002;MT004
E00275111;MD066;C007;MT023
E00281612;MD033;C006;MT022
E00301039;MD063;C007;MT023
E00284069;MD063;C007;MT023
E00341900;MD063;C007;MT023
E00317071;MD062;C007;MT023
E00331970;MD008;C000;MT052
E00278831;MD043;C008;MT031
E00302532;MD043;C008;MT031
E00314750;MD063;C007;MT023
E00361259;MD032;C006;MT016
E00302274;MD033;C006;MT022
E00000342;MD055;C004;MT028
E00318810;MD033;C006;MT022
E00350433;MD062;C007;MT023
E00341877;MD008;C000;MT052
E00301112;MD063;C007;MT023
E00342993;MD063;C007;MT023
E00005777;MD017;C007;MT014
E00288887;MD063;C007;MT023
E00282027;MD049;C008;MT037
E00361794;MD032;C006;MT016
E00362394;MD032;C006;MT016
E00303890;MD005;C000;MT040
E00005455;MD017;C007;MT014
E00005229;MD037;C007;MT010
E00005231;MD045;C008;MT033
E00004785;MD017;C007;MT014
E00020610;MD014;C007;MT013
E00006547;MD015;C007;MT012
E00005578;MD017;C007;MT014
E00005993;MD051;C011;MT049
E00005932;MD017;C007;MT014
E00025379;MD014;C007;MT013
E00005099;MD037;C007;MT010
E00004974;MD037;C007;MT010
E00005092;MD037;C007;MT010
E00006366;MD017;C007;MT014
E00025376;MD014;C007;MT013
E00021992;MD014;C007;MT013
E00005946;MD017;C007;MT014
E00022571;MD012;C002;MT004
E00005292;MD017;C007;MT014
E00006115;MD016;C007;MT011
E00018123;MD041;C008;MT036
E00005220;MD037;C007;MT010
E00005187;MD017;C007;MT014
E00006480;MD016;C007;MT011
E00026950;MD014;C007;MT013
E00005955;MD017;C007;MT014
E00006278;MD052;C011;MT050
E00004290;MD002;C007;MT008
E00005834;MD017;C007;MT014
E00006396;MD017;C007;MT014
E00004139;MD037;C007;MT010
E00005919;MD017;C007;MT014
E00005517;MD017;C007;MT014
E00005495;MD017;C007;MT014
E00023019;MD012;C002;MT004
E00005835;MD017;C007;MT014
E00005313;MD017;C007;MT014
E00005561;MD017;C007;MT014
E00006583;MD015;C007;MT012
E00004353;MD045;C008;MT033
E00005882;MD017;C007;MT014
E00006407;MD017;C007;MT014
E00005803;MD017;C007;MT014
E00040552;MD014;C007;MT013
E00037674;MD014;C007;MT013
E00041250;MD012;C002;MT004
E00019769;MD014;C007;MT013
E00037471;MD014;C007;MT013
E00006386;MD017;C007;MT014
E00006475;MD016;C007;MT011
E00027171;MD014;C007;MT013
E00036774;MD012;C002;MT004
E00000241;MD017;C007;MT014
E00006113;MD016;C007;MT011
E00037671;MD014;C007;MT013
E00006376;MD017;C007;MT014
E00036551;MD047;C008;MT032
E00005644;MD016;C007;MT011
E00005319;MD017;C007;MT014
E00032951;MD016;C007;MT011
E00006330;MD017;C007;MT014
E00005431;MD051;C011;MT049
E00005982;MD051;C011;MT049
E00006344;MD017;C007;MT014
E00022451;MD012;C002;MT004
E00005542;MD017;C007;MT014
E00005655;MD040;C008;MT035
E00005446;MD051;C011;MT049
E00062269;MD034;C006;MT019
E00004340;MD045;C008;MT033
E00006119;MD052;C011;MT050
E00022452;MD012;C002;MT004
E00004663;MD040;C008;MT035
E00041350;MD014;C007;MT013
E00029271;MD014;C007;MT013
E00041152;MD047;C008;MT032
E00006228;MD017;C007;MT014
E00001869;MD011;C002;MT039
E00006152;MD052;C011;MT050
E00006220;MD017;C007;MT014
E00023210;MD014;C007;MT013
E00006576;MD015;C007;MT012
E00053150;MD016;C007;MT011
E00070590;MD046;C008;MT029
E00006290;MD052;C011;MT050
E00000234;MD017;C007;MT014
E00042253;MD047;C008;MT032
E00036130;MD014;C007;MT013
E00005597;MD016;C007;MT011
E00060490;MD012;C002;MT004
E00040310;MD014;C007;MT013
E00005658;MD051;C011;MT049
E00167731;MD046;C008;MT029
E00006432;MD017;C007;MT014
E00004869;MD045;C008;MT033
E00005830;MD017;C007;MT014
E00215091;MD059;C007;MT017
E00019530;MD014;C007;MT013
E00034790;MD047;C008;MT032
E00031410;MD014;C007;MT013
E00005217;MD037;C007;MT010
E00028932;MD012;C002;MT004
E00040872;MD047;C008;MT032
E00281611;MD033;C006;MT022
E00277747;MD043;C008;MT031
E00004412;MD045;C008;MT033
E00275754;MD033;C006;MT022
E00272574;MD066;C007;MT023
E00161712;MD046;C008;MT029
E00058470;MD047;C008;MT032
E00000283;MD042;C008;MT035
E00270469;MD013;C002;MT002
E00276557;MD033;C006;MT022
E00278172;MD063;C007;MT023
E00282469;MD049;C008;MT037
E00282470;MD033;C006;MT022
E00277567;MD043;C008;MT031
E00289291;MD063;C007;MT023
E00298812;MD063;C007;MT023
E00302272;MD063;C007;MT023
E00005435;MD051;C011;MT049
E00006289;MD052;C011;MT050
E00278109;MD049;C008;MT037
E00285449;MD049;C008;MT037
E00040930;MD014;C007;MT013
E00307752;MD062;C007;MT023
E00275109;MD049;C008;MT037
E00059690;MD047;C008;MT032
E00005302;MD017;C007;MT014
E00317270;MD043;C008;MT031
E00261072;MD013;C002;MT002
E00057970;MD041;C008;MT036
E00290908;MD063;C007;MT023
E00287268;MD049;C008;MT037
E00316232;MD033;C006;MT022
E00343333;MD063;C007;MT023
E00285367;MD033;C006;MT022
E00006021;MD017;C007;MT014
E00005759;MD017;C007;MT014
E00156210;MD013;C002;MT002
E00284387;MD049;C008;MT037
E00316572;MD043;C008;MT031
E00284288;MD033;C006;MT022
E00365135;MD032;C006;MT016
E00058471;MD014;C007;MT013
E00070294;MD030;C006;MT027
E00042950;MD047;C008;MT032
E00282688;MD033;C006;MT022
E00331391;MD043;C008;MT031
E00316235;MD063;C007;MT023
E00332130;MD008;C000;MT052
E00229513;MD025;C013;MT001
E00299191;MD063;C007;MT023
E00272773;MD033;C006;MT022
E00318592;MD043;C008;MT031
E00006331;MD017;C007;MT014
E00006249;MD017;C007;MT014
E00006390;MD017;C007;MT014
E00005122;MD040;C008;MT034
E00005529;MD017;C007;MT014
E00006448;MD015;C007;MT012
E00005093;MD037;C007;MT010
E00006403;MD017;C007;MT014
E00006108;MD016;C007;MT011
E00005388;MD017;C007;MT014
E00019149;MD047;C008;MT032
E00005366;MD017;C007;MT014
E00005259;MD045;C008;MT033
E00006398;MD017;C007;MT014
E00005931;MD017;C007;MT014
E00006592;MD015;C007;MT012
E00019011;MD016;C007;MT011
E00005414;MD017;C007;MT014
E00028931;MD012;C002;MT004
E00029131;MD012;C002;MT004
E00004135;MD037;C007;MT010
E00019391;MD047;C008;MT032
E00001913;MD011;C002;MT039
E00018704;MD047;C008;MT032
E00006192;MD017;C007;MT014
E00019390;MD014;C007;MT013
E00005866;MD017;C007;MT014
E00004857;MD045;C008;MT033
E00005612;MD040;C008;MT035
E00006059;MD017;C007;MT014
E00004770;MD017;C007;MT014
E00005850;MD017;C007;MT014
E00000230;MD017;C007;MT014
E00037394;MD047;C008;MT032
E00019549;MD014;C007;MT013
E00006028;MD017;C007;MT014
E00018949;MD041;C008;MT036
E00025250;MD047;C008;MT032
E00005810;MD017;C007;MT014
E00005362;MD017;C007;MT014
E00006378;MD017;C007;MT014
E00006451;MD015;C007;MT012
E00037311;MD014;C007;MT013
E00005971;MD051;C011;MT049
E00005295;MD017;C007;MT014
E00004262;MD002;C007;MT008
E00039152;MD014;C007;MT013
E00004293;MD002;C007;MT008
E00018486;MD041;C008;MT036
E00006353;MD017;C007;MT014
E00004847;MD045;C008;MT033
E00001911;MD011;C002;MT039
E00005089;MD037;C007;MT010
E00004833;MD045;C008;MT033
E00041051;MD047;C008;MT032
E00000295;MD042;C008;MT035
E00056791;MD014;C007;MT013
E00004364;MD045;C008;MT033
E00050011;MD041;C008;MT036
E00024810;MD047;C008;MT032
E00005235;MD045;C008;MT033
E00034390;MD016;C007;MT011
E00005981;MD051;C011;MT049
E00034531;MD016;C007;MT011
E00057092;MD041;C008;MT036
E00000274;MD040;C008;MT035
E00004374;MD045;C008;MT033
E00005816;MD017;C007;MT014
E00062260;MD014;C007;MT013
E00057192;MD014;C007;MT013
E00020692;MD014;C007;MT013
E00043655;MD016;C007;MT011
E00040671;MD014;C007;MT013
E00061070;MD012;C002;MT004
E00005579;MD017;C007;MT014
E00037636;MD047;C008;MT032
E00006563;MD015;C007;MT012
E00006433;MD017;C007;MT014
E00005963;MD051;C011;MT049
E00005652;MD040;C008;MT035
E00059430;MD012;C002;MT004
E00034990;MD047;C008;MT032
E00005905;MD017;C007;MT014
E00049550;MD016;C007;MT011
E00006339;MD017;C007;MT014
E00169750;MD010;C002;MT000
E00052291;MD016;C007;MT011
E00256451;MD066;C007;MT023
E00005880;MD017;C007;MT014
E00004827;MD045;C008;MT033
E00036772;MD012;C002;MT004
E00273007;MD066;C007;MT023
E00276630;MD063;C007;MT023
E00283447;MD049;C008;MT037
E00273532;MD033;C006;MT022
E00061632;MD012;C002;MT004
E00271190;MD066;C007;MT023
E00034992;MD012;C002;MT004
E00062111;MD047;C008;MT032
E00290967;MD062;C007;MT023
E00005809;MD017;C007;MT014
E00289368;MD063;C007;MT023
E00069711;MD018;C007;MT019
E00282991;MD049;C008;MT037
E00057194;MD014;C007;MT013
E00301612;MD063;C007;MT023
E00278128;MD062;C007;MT023
E00075030;MD046;C008;MT029
E00326532;MD063;C007;MT023
E00270790;MD033;C006;MT022
E00286667;MD033;C006;MT022
E00273594;MD033;C006;MT022
E00204188;MD046;C008;MT029
E00006349;MD017;C007;MT014
E00034532;MD026;C013;MT006
E00275756;MD049;C008;MT037
E00346204;MD063;C007;MT023
E00281607;MD049;C008;MT037
E00302180;MD005;C000;MT040
E00343795;MD063;C007;MT023
E00339671;MD062;C007;MT023
E00055930;MD012;C002;MT004
E00271428;MD033;C006;MT022
E00329028;MD063;C007;MT023
E00343615;MD063;C007;MT023
E00331550;MD005;C000;MT040
E00271330;MD033;C006;MT022
E00272767;MD066;C007;MT023
E00277507;MD049;C008;MT037
E00273927;MD066;C007;MT023
E00343076;MD063;C007;MT023
E00344333;MD063;C007;MT023
E00365293;MD032;C006;MT016
E00342773;MD063;C007;MT023
E00301110;MD005;C000;MT040
E00364745;MD032;C006;MT016
E00298810;MD028;C013;MT007
E00365513;MD032;C006;MT016
E00364736;MD064;C007;MT024
E00375551;MD067;C012;MT0-1
E00372375;MD021;C011;MT0-1
E00006245;MD017;C007;MT014
E00005622;MD040;C008;MT035
E00006107;MD016;C007;MT011
E00006085;MD016;C007;MT011
E00004841;MD045;C008;MT033
E00004360;MD045;C008;MT033
E00005586;MD017;C007;MT014
E00004734;MD037;C007;MT010
E00004058;MD004;C007;MT009
E00005940;MD017;C007;MT014
E00022433;MD012;C002;MT004
E00005391;MD017;C007;MT014
E00005147;MD017;C007;MT014
E00023132;MD014;C007;MT013
E00005732;MD051;C011;MT049
E00005204;MD017;C007;MT014
E00006020;MD017;C007;MT014
E00005390;MD017;C007;MT014
E00004373;MD045;C008;MT033
E00006504;MD016;C007;MT011
E00006542;MD015;C007;MT012
E00004136;MD037;C007;MT010
E00006560;MD015;C007;MT012
E00005607;MD040;C008;MT035
E00023031;MD012;C002;MT004
E00006144;MD052;C011;MT050
E00005874;MD017;C007;MT014
E00005928;MD017;C007;MT014
E00005176;MD017;C007;MT014
E00029530;MD012;C002;MT004
E00004759;MD017;C007;MT014
E00021149;MD014;C007;MT013
E00006564;MD015;C007;MT012
E00029531;MD012;C002;MT004
E00021491;MD014;C007;MT013
E00027310;MD014;C007;MT013
E00005370;MD017;C007;MT014
E00006455;MD015;C007;MT012
E00004927;MD029;C006;MT018
E00005347;MD017;C007;MT014
E00005661;MD051;C011;MT049
E00006543;MD015;C007;MT012
E00005983;MD051;C011;MT049
E00004368;MD045;C008;MT033
E00005780;MD017;C007;MT014
E00005487;MD017;C007;MT014
E00004757;MD017;C007;MT014
E00005591;MD017;C007;MT014
E00004884;MD037;C007;MT010
E00005996;MD051;C011;MT049
E00029492;MD012;C002;MT004
E00006596;MD015;C007;MT012
E00043373;MD014;C007;MT013
E00004678;MD016;C007;MT011
E00000271;MD040;C008;MT035
E00004278;MD002;C007;MT008
E00028090;MD014;C007;MT013
E00042231;MD047;C008;MT032
E00005605;MD040;C008;MT035
E00005995;MD051;C011;MT049
E00024533;MD014;C007;MT013
E00030331;MD027;C013;MT006
E00000269;MD040;C008;MT035
E00006061;MD017;C007;MT014
E00041851;MD012;C002;MT004
E00004393;MD045;C008;MT033
E00041531;MD047;C008;MT032
E00004909;MD037;C007;MT010
E00003967;MD004;C007;MT009
E00032610;MD016;C007;MT011
E00024071;MD047;C008;MT032
E00046130;MD016;C007;MT011
E00158630;MD013;C002;MT002
E00024530;MD014;C007;MT013
E00024813;MD014;C007;MT013
E00024974;MD014;C007;MT013
E00021470;MD014;C007;MT013
E00062277;MD034;C006;MT019
E00203833;MD013;C002;MT002
E00006449;MD015;C007;MT012
E00023186;MD014;C007;MT013
E00001899;MD011;C002;MT039
E00005343;MD017;C007;MT014
E00163371;MD013;C002;MT002
E00226232;MD066;C007;MT023
E00006213;MD017;C007;MT014
E00043656;MD016;C007;MT011
E00253393;MD010;C002;MT000
E00240151;MD010;C002;MT000
